genres,id,original_title,tagline
['Documentary'],46983,Le chant du Styrène,
['Documentary'],162320,L'amour existe,
['Drama'],44461,Charlotte et son Jules,
['Comedy'],38811,El gran calavera,
['Documentary'],49097,Urzad,
['Drama'],49112,Tramwaj,
"['Action', 'Adventure', 'Animation', 'Family']",227679,神速のゲノセクト ミュウツー覚醒,Beyond the Limits. Where Myth Meets Legend...
"['Animation', 'Family']",39057,アルセウス 超克の時空へ,A Tale Untold. A Legend Unleashed.
"['Adventure', 'Animation', 'Family', 'Fantasy']",25961,ディアルガVSパルキアVSダークライ,Somewhere Between Time & Space... A Legend Is Born.
"['Adventure', 'Animation', 'Fantasy']",34067,劇場版ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者　ルカリオ,
['Horror'],226140,See No Evil 2,You will pay for your sins
['Comedy'],87233,Clerks - The Flying Car,
[],282247,Clerks: The Lost Scene,
"['Action', 'Science Fiction']",315024,Jurassic City,Throwing L.A. Back to the Stone Ages
"['Adventure', 'Science Fiction', 'Fantasy', 'Family']",294093,Dinosaur Island,Their world is closer than you think.
"['Mystery', 'Horror', 'Thriller']",228358,The Pact II,It's Starting Again...
['Horror'],309063,The Ouija Experiment 2: Theatre of Death,Hell will be unleashed
"['Adventure', 'Family', 'Animation']",341984,Back to the Jurassic,Three kids land in prehistoric times and are adopted by a nurturing mother T-Rex
['Drama'],253161,Madame Bovary,
['Action'],301730,Turkey Shoot,It's live. With death.
"['Thriller', 'Drama']",316410,Bound,No grey... only black and white.
['Comedy'],263913,Balls Out,
"['Thriller', 'Crime', 'Drama']",299221,Phantom Halo,"Two brothers, one dream and a hundred ways to get it."
"['Thriller', 'Drama']",254024,The Face of an Angel,"Forget the truth, find the story."
['Drama'],254905,Manglehorn,You get one shot at life. Try not to miss.
"['Romance', 'Drama']",297462,Old Fashioned,Chivalry make a comeback.
['Comedy'],339355,Larry Gaye: Renegade Male Flight Attendant,
"['Family', 'Drama']",305747,Hoovey,Rebounding From Death's Door
"['Crime', 'Drama']",324333,Wild Horses,No one is above the law.
['Comedy'],239568,Search Party,This is not a vacation. It's a rescue mission.
['Thriller'],282248,The Living,
"['Family', 'Animation']",261103,Maya the Bee Movie,
"['Thriller', 'Adventure']",279988,Extinction Jurassic Predators 2017,Extinction: Nature Has Evolved
"['Action', 'Comedy']",337663,Tooken,Your franchise is about to be taken.
"['Family', 'Science Fiction', 'Action', 'Adventure']",335077,Battle For SkyArk,
"['Thriller', 'Horror', 'Science Fiction']",332662,The Scopia Effect,Death Should Be A Once in a Life Time Experience
"['Action', 'Comedy', 'Foreign']",31140,Party 7,
['Comedy'],309924,After the Ball,Fairytales are always in fashion
"['Mystery', 'Horror', 'Thriller']",336167,Private Number,Remember Me?
['Horror'],337218,Wild in Blue,
['Comedy'],273610,Helicopter Mom,Ruining his life... One nag at a time.
"['Drama', 'Comedy']",331161,See You In Valhalla,You don't get to choose your family
"['Thriller', 'Action', 'Adventure', 'Crime']",332976,Absolution,Revenge has its own set of rules
"['Thriller', 'Action', 'Drama']",327833,Skin Trade,Two Cops. One Mission. No Mercy.
['Adventure'],346838,The Four Warriors,Darkness is coming. Heroes must rise. The legend begins.
"['Drama', 'Comedy', 'Foreign']",82806,Prova a volare,
[],165790,Cinema of Vengeance,
"['Thriller', 'Horror']",64155,La Notte del mio primo amore,
[],58525,Parole sante,
['Science Fiction'],39335,Moebius,A train on the Buenos Aires subway system suddenly vanishes.
"['Horror', 'Thriller']",220471,Where the Devil Hides,Forgive me father for I am sin
['Horror'],268508,The Mummy Resurrected,
"['Comedy', 'Drama']",328448,Dial a Prayer,
"['Drama', 'Comedy']",276808,The Last Time You Had Fun,
"['Comedy', 'Action']",262866,In Security,
"['Fantasy', 'Horror']",143142,Axe Giant - The Wrath of Paul Bunyan,Don't cross legends.
"['War', 'Drama']",335805,Faith of Our Fathers,A story of fatherhood. A journey of brotherhood.
['Drama'],128209,La Sirga,
['Comedy'],43371,Bedtime for Bonzo,
[],84056,Un'estate al mare,
"['Comedy', 'Mystery']",214146,UncuT: Member Only,It Is What You Think It's About.
['Comedy'],57967,Sogni d'oro,
['Drama'],38517,The Brooke Ellison Story,
"['Drama', 'Romance']",102198,The Dive from Clausen's Pier,"When an accident renders her fiancé a quadriplegic, Carrie faces mounting pressures that ultimately cause her to start a new life in New York."
"['Comedy', 'Science Fiction']",13748,Un ticket pour l'espace,
['Documentary'],262436,Champs,
['Thriller'],23843,In ascolto - The Listening,
['Documentary'],115187,Pasolini prossimo nostro,
"['Comedy', 'Documentary']",19582,Sherman's Way,
"['Adventure', 'Animation', 'Family']",245685,Postman Pat: The Movie,
"['Science Fiction', 'Romance']",42934,Random Quest,
"['Comedy', 'Romance']",105680,春嬌與志明,
[],296456,Christian Mingle,
['Comedy'],179966,Fishing Naked,What happens upstream stays upstream
"['Comedy', 'Drama']",312796,The Squeeze,"Win or Lose, You're Dead."
"['Thriller', 'Drama', 'Horror']",334742,Fractured,
['Horror'],291865,From the Dark,Pray For Dawn.
"['Drama', 'Thriller']",317744,Careful What You Wish For,Wanting her was his first mistake
"['Thriller', 'Drama', 'Romance']",332936,Any Day,Never give up.
['Drama'],275696,3 Nights in the Desert,One last chance to make it right.
['Horror'],101724,Nailbiter,In the shadow of the storm it waits.
"['Drama', 'Thriller', 'Horror']",277610,Eat,The story of a girl who finds herself - and then eats herself
['Horror'],332488,Zombie Resurrection,Prey for salvation
['Horror'],276488,Let Us Prey,Darkness Shall Rise
"['Adventure', 'Science Fiction', 'Action']",240483,Robot Overlords,Mankind May Fall. Heroes Will Rise.
['Comedy'],319924,Russell Madness,The strongest tag team is family.
"['Romance', 'Comedy', 'Music']",173224,Along the Roadside,
['Horror'],58788,Attack of the Sabretooth,Extinct no more!
"['Romance', 'Comedy', 'Drama']",330011,The Millennials,the lost generation tries to find their way
['Drama'],261824,X/Y,
"['Comedy', 'Action']",309887,Bad Asses on the Bayou,
"['Mystery', 'Thriller', 'Horror']",308017,Silent Retreat,Liars Must Be Punished
['Drama'],319986,Grace,
"['History', 'Adventure']",4199,The Man in the Iron Mask,
[],285649,L'erba proibita,
['Drama'],279984,The Defiant Ones,
"['Horror', 'Mystery', 'Science Fiction']",81009,Invitation to Hell,
"['TV Movie', 'Science Fiction', 'Thriller']",20121,Killdozer,Everyone Knows a Machine Cannot Kill. Except the Machine.
[],188684,Shokei no heya,
"['Thriller', 'Comedy', 'Horror']",33723,Gin Gwai 10,
[],206237,Sonnenstrahl,
"['Comedy', 'Romance']",38918,Meine verrückte türkische Hochzeit,
"['Comedy', 'Drama', 'Romance']",217412,Da geht noch was!,
"['Drama', 'Science Fiction']",213950,The Price of Life,
['Action'],316776,Who Killed Captain Alex?,
['Science Fiction'],27717,The Phantom Planet,It Begins Where Others End! On the Moon!
"['Drama', 'Foreign', 'Romance']",21905,Shabd,
"['Thriller', 'Crime', 'Drama']",30341,Villain,By the time he's ready to kill you... its an act of mercy!
"['Horror', 'Thriller']",312791,GirlHouse,Enjoy the show.
"['Action', 'Adventure', 'Science Fiction', 'Romance']",79698,The Lovers,Love is longer than life.
"['Action', 'Adventure', 'Fantasy']",209112,Batman v Superman: Dawn of Justice,Justice or revenge
['Drama'],94935,Deool,
['Romance'],313646,Mumbai Pune Mumbai,
"['Crime', 'Thriller', 'Drama']",208756,Pune 52,Find the hero within you
"['Horror', 'Comedy']",192573,Zapatlela,
[],158503,Natarang,
[],334449,Bangarwadi,
[],315417,Paradh,
[],91527,वास्तूपुरूष,
['Drama'],109515,Me Shivajiraje Bhosale Boltoy,
"['Romance', 'Comedy']",249677,Time Pass,
[],263314,Taryanche Bait,
['Documentary'],82935,Dragonslayer,
['Drama'],214210,Eastern Boys,
['Documentary'],36952,Dreams with Sharp Teeth,
['Documentary'],275657,All This Mayhem,
['Documentary'],79838,Die fliegenden Ärzte von Ostafrika,
"['Comedy', 'Drama', 'War']",43000,Le caporal épinglé,
"['Drama', 'Horror']",3026,Le Testament du Docteur Cordelier,
"['Documentary', 'Music']",47755,Strange Powers: Stephin Merritt and the Magnetic Fields,
['Comedy'],32323,The Railrodder,
['Drama'],303483,Les Héritiers,
"['Romance', 'Drama']",201277,La partida,Sun. Sex. Soccer... Survival
['Comedy'],49398,Deux heures moins le quart avant Jésus-Christ,
"['History', 'Adventure']",128767,Ο Θεός Αγαπάει το Χαβιάρι,
"['Crime', 'Thriller', 'Drama']",300600,Rise,"Based on a true story, ‘Rise’ sees Will wrongly accused then  stripped of his career and freedom, he must survive maximum   security prison and the infamous Jimmy Cove to prove his   innocence..."
['Action'],332177,Vendetta,Get Ready for Hell in a Cell
['Action'],338518,Age Of Kill,6 targets in 6 hours or London burns
"['Fantasy', 'Horror']",285549,Horsehead,
"['Action', 'Comedy']",297633,Bordering on Bad Behavior,
['Action'],286548,TEKKEN: A Man Called X,Survival Is No Game
"['Romance', 'Drama', 'Comedy']",272435,Gemma Bovery,
"['Thriller', 'Action', 'Drama']",290556,Виктор,"To find redemption, he must avenge his son..."
"['Thriller', 'Science Fiction']",142391,95ers: Time Runners,Time does not exist. Only choice.
"['Thriller', 'Horror']",283686,Out of the Dark,
"['Fantasy', 'Action', 'Adventure']",296367,Morning Star,Fight the Evil
"['Thriller', 'Action']",307479,88,There are two sides to every story.
['Comedy'],16261,Repli-Kate,Every guy on campus wants a copy of Kate.
"['Comedy', 'Music']",179340,Goddess,There's one in all of us.
"['Romance', 'Comedy']",92424,L'art d'aimer,
"['Action', 'Comedy', 'Horror', 'Romance', 'Thriller']",31003,Modern Vampires,Taste the evil. Taste the fun.
"['Comedy', 'Romance']",230217,Soof,
"['Comedy', 'Horror']",40000,Mom,"Call her mad, call her a monster, just make sure you call her once a week!"
"['Comedy', 'Horror']",73933,Monster Brawl,It's the fight of the living dead!
['Documentary'],77171,More Brains! A Return to the Living Dead,
"['Science Fiction', 'Animation', 'Foreign', 'Action', 'Adventure', 'Mystery']",37789,R.O.D リード・オア・ダイ,
['Horror'],44859,Mortuary,Before your funeral...Before you are buried...Before you are covered with the last shovelful of dirt...Be sure you are really dead!
"['Horror', 'Science Fiction']",41574,Mosquito,
"['Drama', 'Thriller']",41587,Mother's Boys,She left them three years ago. Now she's coming back... Whether they like it or not.
"['Crime', 'Drama', 'TV Movie']",168361,Murder in New Hampshire: The Pamela Wojas Smart Story,Their sex games have no boundaries.
['Drama'],279692,Murder Without Motive: The Edmund Perry Story,He climbed from New York's worst ghetto to the nation's top schools. He was living the American dream. So what went wrong?
"['Horror', 'Science Fiction']",29597,Mutator,Scientists created a new life form that only lasted a few hours. The truth is...it's still alive.
[],71687,My Life's in Turnaround,
['Comedy'],4645,Ödipussi,
['Thriller'],52653,Jinn,The Secret that Half the World has been Keeping...
"['Thriller', 'Horror']",287793,Cam2Cam,"While you are watching them, they are watching you."
"['Comedy', 'Foreign', 'Music']",21896,"Ja zuster, nee zuster",
"['Crime', 'Drama', 'Horror', 'Mystery']",29797,Ed Gein: The Butcher of Plainfield,
"['Drama', 'Comedy', 'Romance', 'Foreign']",65683,Dil,Love only listens to the heart
['Drama'],258353,The Good Mistress,
"['TV Movie', 'Crime', 'Mystery', 'Thriller']",63326,The Perfect Student,
[],116379,When He Didn't Come Home,
[],161825,Best Friends,
"['Thriller', 'Drama']",221981,The Wrong Girl,
['Drama'],344255,The Wrong Girl,A budding friendship with a new student takes a sinister turn when the girl starts to disrupt the lives of her family.
"['TV Movie', 'Thriller', 'Drama']",68193,The Perfect Teacher,You can't choose your family but she can.
"['Horror', 'Thriller']",39824,The Sitter,
[],200450,Rain Without Thunder,
"['Thriller', 'Mystery']",262522,Poison,She's mommy's little girl... and she'll do anything to stay that way.
"['TV Movie', 'Crime', 'Mystery', 'Thriller']",137776,A Mother's Nightmare,Teen love is a killer.
"['TV Movie', 'Drama', 'Thriller']",226701,The Nightmare Nanny,
"['Drama', 'Thriller']",306825,Deadly Daycare,Motherly love knows no bounds
"['TV Movie', 'Thriller']",225850,A Sister's Nightmare,
"['Drama', 'Mystery', 'Thriller', 'TV Movie']",270383,A Daughter's Nightmare,Trust no one.
"['Thriller', 'Drama', 'Mystery']",259894,A Sister's Revenge,
"['Drama', 'Mystery', 'Thriller']",18016,A Sister's Secret,
"['Drama', 'Thriller']",159763,A Nanny's Revenge,
"['TV Movie', 'Thriller', 'Drama', 'Mystery']",103635,The Perfect Nanny,
['Mystery'],288668,Tainted Blood,
['Drama'],69393,"Augusta, Gone",
[],157655,Dangerous Child,
"['Drama', 'Thriller']",38330,The Perfect Neighbor,
['Drama'],346570,Perfect High,
"['Drama', 'Mystery', 'Thriller']",242466,The Surrogate,
"['Drama', 'Thriller']",239513,The Perfect Wife,
['Drama'],224251,Hunger Point,It's hard to feel normal when you are trying to be perfect.
"['Drama', 'TV Movie']",264560,When Friendship Kills,She'll be dead before she's thin enough.
"['TV Movie', 'Drama', 'Mystery']",70104,A Killer Among Friends,
"['Thriller', 'Crime', 'Mystery']",60664,The Perfect Assistant,
['Drama'],143966,Perfect Child,"perfect , child"
['Thriller'],116609,The Rival,
"['Drama', 'Thriller']",157075,A Job to Kill For,
"['Horror', 'Drama']",122982,The Secretary,
"['TV Movie', 'Drama', 'Mystery', 'Thriller']",17241,The Tenth Circle,
"['Fantasy', 'Animation', 'Action', 'Adventure']",118406,Road to Ninja: Naruto the Movie,
"['Crime', 'Drama']",75471,Twisted Desire,Nothing can come between a girl and her true love... except maybe murder.
"['Drama', 'Thriller']",42554,Accused at 17,
['Drama'],140934,The Preacher's Daughter,
"['Mystery', 'Thriller', 'TV Movie']",110204,The Killing Game,
"['Thriller', 'Drama']",78403,Born Bad,
['Action'],81470,The Guy From Harlem,He's Clean ... Mean ... A Fighting Machine!
"['War', 'Comedy']",38364,The Square Peg,
['Thriller'],108391,Stranger in My House,
[],64572,La nuit la plus longue,A Study of Physical Excess!!
"['Adventure', 'Family']",128979,Treasure Island,Based on the novel by R. L. Stevenson.
['Horror'],23692,The Initiation of Sarah,She Was Born With Devastating Psychic Powers. And She's Forced To Unleash Them In A Shocking Finale!
"['Action', 'Drama', 'Thriller', 'Horror']",65367,Trigger Man,They thought they were alone...
"['Drama', 'Horror', 'Foreign']",114162,Sacred Flesh,In the midst of life we are in death.
"['Horror', 'Thriller']",9949,Haunted Highway,
"['Thriller', 'Action', 'Crime', 'Drama']",130267,Seal Team Six: The Raid on Osama Bin Laden,
"['TV Movie', 'Drama']",58075,My Zinc Bed,Attraction. Temptation. Addiction.
"['Drama', 'Thriller', 'Crime']",42966,Once Upon a Time in Mumbaai,The man Mumbai once feared. The man Mumbai now fears.
"['Comedy', 'Drama', 'Romance']",41993,志明與春嬌,
"['Drama', 'Romance']",123938,Thousand Pieces of Gold,A testament to the strength of the human spirit.
"['Drama', 'History', 'War']",42140,Das Boot ist voll,
"['Action', 'Comedy', 'Foreign']",21181,Lucky Miles,
"['Drama', 'Foreign']",104431,Las mantenidas sin sueños,
"['Drama', 'Foreign']",43764,Mahiha ashegh mishavand,
['Drama'],273707,Beach Pillows,Let your goose loose... and see where it flies.
['Drama'],89309,Ryna,"Ryna, pays a heavy prize, in search of her identity."
"['Drama', 'Thriller', 'Romance']",72544,The Lost Moment,
['Drama'],268245,1000 To 1,
['Drama'],257238,As It Is in Heaven,
[],279086,Shoot the Messenger,
"['Drama', 'War']",46106,キャタピラー,
['Drama'],74666,Kalat Hayam,
"['Comedy', 'Foreign']",73329,Let the Women Wait,
[],250376,Beside Still Waters,
[],143144,Justice Is Mind,
['Thriller'],37413,Down Three Dark Streets,Down This Street Raced Dead-End Violence... Down This One Stretched Excitement Taut As Silk!
['Drama'],43773,Istgah-Matrouk,
"['Drama', 'Foreign', 'Romance']",36329,파주,
"['Drama', 'Romance', 'Foreign']",117343,The Garden of Earthly Delights,
['Drama'],43756,A Simple Curve,His parents went back to the land. He's been stuck there ever since.
['Drama'],243462,The Exonerated,
['Drama'],212748,Rhymes for Young Ghouls,Growing up means getting even.
"['Documentary', 'Drama', 'Family']",46197,White Lion,Home is a Journey
"['Drama', 'Thriller']",192644,Ultrasonic,Don't believe everything you hear
"['Drama', 'Romance']",8932,Milh Hadha al-Bahr,
"['Action', 'Thriller', 'War']",86777,China Gate,An American dynamiter love-locked in war-locked China!
['Drama'],74477,Ocean of Pearls,
['Drama'],173917,Stand Clear of the Closing Doors,
"['Drama', 'Action', 'War']",71243,Flat Top,
['Horror'],144206,Whistle and I'll Come to You,
"['War', 'Drama']",152266,Submarine Command,Drama War
['Comedy'],301368,Spilt Milk,An accidental comedy
['Drama'],171648,Eventyrland,
"['Drama', 'Foreign']",75981,La France,
"['Drama', 'Thriller']",202960,uwantme2killhim?,Based on a true story
"['Adventure', 'Drama']",263794,Druid Peak,
[],30688,Géminis,
"['Crime', 'Mystery', 'Drama']",161565,The Lawyer,Wilma Harrison had it all. A wealthy doctor for a husband. A big playboy for a lover. A beautiful home. And a horrible death.
"['Drama', 'Thriller']",317144,Cyberbully,"When you go online, who can you trust"
['Comedy'],73098,Los Enchiladas!,
['Documentary'],174350,The Genius of Marian,
['Music'],189080,Sierra Leone's Refugee All Stars,The story of a group of courageous musicians who form a band in a West African refugee camp to keep their hope alive.
['Documentary'],234555,Speciesism: The Movie,
"['Comedy', 'Music']",209248,Gräfin Mariza,
"['Comedy', 'Thriller', 'Mystery']",44647,Rock Slyde,A down and out private detective engages in a turf war with a upstart quasi-religious cult.
[],213648,L'uomo della carità,
['Comedy'],240154,The Life Coach,He's there because you're a mess!
['Drama'],285024,Heaven Knows What,
[],284729,किल्ला,(The Fort)
"['Thriller', 'Romance']",29109,Blue Seduction,
['Animation'],193652,An Optical Poem,
"['Horror', 'Thriller', 'Mystery', 'Foreign']",49190,남극일기,
"['Comedy', 'Romance']",24686,Lyubov V Bolshom Gorode,
"['Drama', 'Crime']",277237,Hyena,"There are 33,000 in his gang.  His gang is the police."
"['Action', 'Drama']",146371,돈 크라이 마미,
"['Action', 'Drama', 'Romance']",41945,The Rainbow,
"['Romance', 'TV Movie', 'Drama']",179641,Chloé,Marion Cotillard in her first leading roll.
[],270173,Clutter,A family must de-clutter or lose their home
"['Documentary', 'Music']",331781,Amy,The girl behind the name.
"['Drama', 'Foreign', 'Romance']",37613,Basil,
"['Drama', 'Thriller', 'Crime']",72183,The Keeper,Even acts of mercy have a price.
"['Thriller', 'Crime']",253622,魔警,
"['Romance', 'Comedy']",25764,다세포 소녀,
['Drama'],46783,Fiona,
"['Comedy', 'Drama', 'Romance']",272892,In Lieu of Flowers,
['Comedy'],140489,The Mother Of Invention,
"['Foreign', 'Horror', 'Drama']",29562,Fascination,
"['Crime', 'Drama']",277702,Supremacy,No One Is Save
[],195912,Success Is the Best Revenge,
"['Romance', 'Drama']",57327,Post coïtum animal triste,
['Drama'],63319,Belle épine,
['Drama'],41869,The George McKenna Story,
"['Comedy', 'Animation', 'Family']",343977,Tom and Jerry Spy Quest,
"['Animation', 'Family']",72972,Tom and Jerry & The Wizard of Oz,
"['Animation', 'Comedy', 'Family']",14787,Tom and Jerry: The Magic Ring,
"['Family', 'Animation', 'Comedy']",42246,Tom and Jerry: The Fast and the Furry,
"['Adventure', 'Animation', 'Family']",43956,Tom and Jerry Meet Sherlock Holmes,
"['Animation', 'Family']",199753,Tom and Jerry's Giant Adventure,
['Comedy'],139374,Mais qui a re-tué Pamela Rose?,
"['Horror', 'Science Fiction']",39408,The Creature Walks Among Us,A City Screams in Terror!
"['Romance', 'Comedy']",251671,Hartenstraat,
"['Drama', 'Foreign']",102016,Swimming Upstream,
"['Drama', 'Action', 'Thriller']",45302,The Chaos Factor,
['Horror'],86326,Phantom of the Mall: Eric's Revenge,Be nice to Eric. Or Eric won't be nice to you.
"['Drama', 'Mystery']",124042,Buried Secrets,
['Adventure'],202722,"Inara, the Jungle Girl",
['Comedy'],58487,La stratégie de l'échec,
['Drama'],159389,TalhotBlond,Fantasy kills
"['Drama', 'Romance']",125911,EM,Can love survive bipolar disorder?
"['Drama', 'Romance']",19598,Leaving Barstow,
"['Drama', 'War']",100061,بپي شير,
['Drama'],121604,The Wee Man,The True Life And Crimes Of Paul Ferris
"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",55012,Wolves In The Snow,
"['Crime', 'Drama', 'Thriller']",56766,The Riverman,To catch a killer. You must understand evil. Or be evil.
['Science Fiction'],110122,Astronaut: The Last Push,How far will man go to discover life?
"['Drama', 'Adventure', 'Romance']",115290,Blue Lagoon: The Awakening,The Awakening
['Drama'],96995,A Change of Heart,
"['Drama', 'Comedy', 'Romance', 'Family']",82626,16-love,Game...Set...the Perfect Match!
['Drama'],174341,Some Velvet Morning,Unsettling and unforgettable
['Drama'],108322,Tracks,"The Vietnam war has just ended. But for Jack Falen, the battle is only beginning."
['Adventure'],6962,Das Jesus Video,An adventure that started 2000 years ago...
"['Action', 'Adventure', 'Animation']",16355,ソニック・ザ・ヘッジホッグ,Scrape your Knuckles. Catch some Tails.
"['Drama', 'Horror']",54099,Hyenas,The Legend Is Real...
['Comedy'],49701,Le coup du berger,
['Romance'],45948,Une histoire d'eau,
['Drama'],143344,El truco del manco,
['Horror'],49711,Le laboratoire de l'angoisse,
"['Comedy', 'Drama', 'Fantasy']",43027,তিন কন্যা,
['Drama'],45997,"Pasolini, un delitto italiano",
[],46769,Vingt-quatre heures de la vie d'un clown,
"['Action', 'Crime', 'Drama']",60087,Black Heat,Nothing Is Too Violent Or Too Cruel For Them
"['Fantasy', 'Science Fiction']",29420,Cinderella 2000,Tomorrow's Sexiest Comedy..... Today!
"['Drama', 'Fantasy']",29419,Carnival Magic,
"['Action', 'Comedy']",81937,Dynamite Brothers,The Black Cat from Watts..The Kung fu Cat from Hong Kong..Even chained together-Nobody can handle them!
"['Horror', 'Science Fiction']",3125,Dracula vs. Frankenstein,
"['Horror', 'Science Fiction']",42477,Brain of Blood,A Blood-dripping Brain Transplant turns a Maniac into a Monster...
"['Western', 'Thriller']",82667,Five Bloody Graves,Lust-Mad Men and Lawless Women in a Vicious and Sensuous Orgy of Slaughter!
"['Drama', 'Action', 'Thriller']",37042,Satan's Sadists,Motorcycle maniacs on wheels
"['Action', 'Comedy']",5742,"Cherry, Harry & Raquel!",
"['Comedy', 'Drama']",5747,Common Law Cabin,Big Woman! Big Appetites! Big Trouble!
['Comedy'],5744,Fanny Hill,
['Comedy'],5648,The Immoral Mr. Teas,
"['Crime', 'Drama']",5748,Good Morning... and Goodbye!,...for those who measure success only in the hours before the morning light!
['Drama'],22373,Saturno contro,
"['Comedy', 'Horror']",254472,Stung,"Get inside, get away, just don't get stung"
"['Horror', 'Thriller', 'Action']",270771,The Well,Stand your ground.
"['Romance', 'Drama', 'History']",248934,Die geliebten Schwestern,The secret story of Schiller's passion.
[],347157,Syksyllä kaikki on toisin,
[],129552,"Helsinki, ikuisesti","Helsinki, Forever"
[],126692,Prelude: Dog Star Man,
['Documentary'],85110,Dog Star Man: Part I,
[],127148,Dog Star Man: Part II,
[],127320,Dog Star Man: Part III,
[],127323,Dog Star Man: Part IV,
"['Mystery', 'Crime', 'Thriller']",207454,Mystery Woman,
[],141603,Gunda,
"['Comedy', 'Drama', 'Music']",264999,Magic Mike XXL,Back to the grind.
"['TV Movie', 'Drama', 'Mystery', 'Romance']",26599,Duel of Hearts,
['Thriller'],260840,Casa dell'amore... la polizia interviene,
['Drama'],346490,Babai,
['Drama'],289891,Jackie & Ryan,Sometimes they stay. Sometimes they go.
"['Drama', 'Crime', 'Thriller']",200511,7 Minutes,It's a robbery.  A million things could go wrong.
"['Drama', 'Romance']",72808,La carne,
[],148757,La casa del sorriso,
"['Drama', 'Fantasy', 'Romance']",198466,I Love You,
['Drama'],81787,Il futuro è donna,
['Drama'],53914,Storia di Piera,
"['Comedy', 'Drama', 'Foreign']",53648,Chiedo asilo,
['Drama'],3935,La dernière Femme,Love. Hate. Loneliness. Humor. Sensuality. Nothing will prepare you for the devastating climax.
"['Drama', 'Romance']",63176,La cagna,
"['Drama', 'Comedy']",81775,L'udienza,
"['Drama', 'Science Fiction', 'Romance', 'Fantasy']",108179,Il seme dell'uomo,
['Comedy'],99095,"Oggi, domani, dopodomani",
['Comedy'],150605,Marcia nuziale,
"['Drama', 'Comedy']",61823,La donna scimmia,
"['Drama', 'Comedy']",67378,L'ape regina,
"['Comedy', 'Drama']",99883,El cochecito,
"['Drama', 'Comedy']",110924,El pisito,
[],93907,Los Chicos,
"['Documentary', 'History']",348090,The Black Kung Fu Experience,
"['Drama', 'Comedy', 'Romance']",85956,The New Year,
['Drama'],172824,Loves Her Gun,
"['Comedy', 'Crime']",112963,Vacation!,Everything starts up so good and ends up so fucked.
"['Comedy', 'Drama']",172548,Good Night,
"['Thriller', 'TV Movie']",155724,Escape Clause,
"['Crime', 'Drama']",179603,Woman in the Dark,
"['Horror', 'Thriller', 'TV Movie']",70046,Grave Secrets: The Legacy of Hilltop Drive,
"['Drama', 'TV Movie']",201350,The Confession,
['Drama'],60662,Fifteen and Pregnant,Tina Spangler is about to discover just how little she knows about life...
"['Horror', 'Mystery', 'Fantasy', 'Action']",42916,Fading of the Cries,The journey home is just the beginning
"['Mystery', 'Drama', 'Thriller']",226188,Hidden Away,
"['TV Movie', 'Drama']",137310,Wild Hearts,
['Comedy'],332354,Rey gitano,
['Horror'],248426,Babysitter Massacre,
"['Crime', 'Drama']",107262,A Real American Hero,
"['Drama', 'Horror', 'Thriller', 'Romance', 'Foreign']",56608,Darkness Falls,
[],169594,The Nostradamus Kid,
['Thriller'],251544,The Secret Pact,
"['Horror', 'Thriller']",101176,The Butterfly Room,Kids should never grow up
"['Thriller', 'Family']",42971,Mrs. Ashboro's Cat,
"['Drama', 'Horror']",172729,An American Terror,
"['Comedy', 'Family', 'Drama']",71884,Model Behavior,
"['Comedy', 'Drama', 'Family', 'Mystery', 'TV Movie']",46227,Susie Q,Death is just the beginning.
['Documentary'],261041,The Search for General Tso,
['Documentary'],253263,The Immortalists,
"['Drama', 'Comedy', 'Romance']",98349,Love Comes Lately,
"['Drama', 'Science Fiction']",75329,Dimensions,"A Line, A Loop, A Tangle of Threads"
['Drama'],59147,Il cielo è sempre più blu,
"['Drama', 'Foreign']",33429,Helen,
"['Action', 'Crime']",75657,Screwed,Everybody Serves Their Time
"['Thriller', 'Drama']",305969,Forever's End,I still remember
"['Crime', 'Thriller']",68050,Copkiller,
"['Romance', 'Horror', 'Drama']",41771,Tale of a Vampire,
"['Action', 'Drama', 'Foreign', 'Romance']",59171,The Lady and the Highwayman,
['Thriller'],114221,Strange Girls,Some girls are sugar and spice and everything nice.....
"['Action', 'Adventure', 'Thriller']",15638,Le Premier cercle,
"['Drama', 'History', 'Romance', 'War']",57709,Nouvelle-France,Rise. Unite. Fight.
"['Thriller', 'Drama']",151923,Gross Misconduct,Between guilt and innocence lies temptation.
"['Thriller', 'Crime', 'Drama', 'Romance']",77625,Moving Target,This summer will be no vacation.
"['Thriller', 'Horror', 'Drama']",221161,Devoured,You Will Be Devoured...
"['Horror', 'Drama', 'Mystery']",270221,Neverlake,Horror is Nothing More Than Truth
['Drama'],66590,Callie & Son,The story of a mother's vow to find her child ...
['Comedy'],120457,Gli sfiorati,
['Drama'],101956,El camino,"There is a home for each of us, for some it's just harder to find."
"['Family', 'Adventure', 'Drama', 'Fantasy']",278927,The Jungle Book,
"['Action', 'Animation', 'Adventure']",65973,Dragon Ball: Sūpā Saiyajin Zetsumetsu Keikaku,
"['Action', 'Adventure', 'Animation', 'Fantasy']",303857,ドラゴンボールZ 復活の「F」,
"['Horror', 'Science Fiction']",113525,Embryo,From Embryo to woman in 4 and a half weeks.
"['Drama', 'Family']",82191,Flight of the Doves,Something special is coming your way!
